Product Name,Sale price
Gold Pvd Titanium Hinged Segment Ring,"
Sale price£8.00"
Sterling Silver 7mm Plain Nose Hoop,"
Sale price£2.50"
Surgical Steel Labret with 3mm Claw Set Crystal,"
Sale price£5.00"
Sterling Silver 2mm Crystal Nose Stud,"
Sale price£2.50"
Sterling Silver 8mm Plain Nose Hoop,"
Sale price£2.50"
Sterling Silver 7mm Nose Hoop with Ball,"
Sale price£2.50"
Sterling Silver and Clear Crystal Square Set  Nose Stud,"
Sale price£2.50"
Sterling Silver 1mm Bead Nose Stud,"
Sale price£2.50"
Surgical Steel Crystal Edge Hoop,"
Sale priceFrom £10.00
"
Sterling Silver Light Ball and Twisted Chain Anklet,"
Sale price£9.00"
Sterling Silver Double Ring Illusion Nose Stud,"
Sale price£3.50"
Surgical Steel Hinged Segment Ring,"
Sale price£6.00"
Sterling Silver Tiny Hammered Star Nose Stud,"
Sale price£2.50"
Surgical Steel Heart Twist Ring,"
Sale price£4.00"
Surgical Steel Labret with 2mm Claw Set Crystal,"
Sale price£5.00"
Surgical Steel and Crystal Marquise Petals Labret,"
Sale price£7.99"
Gold Plated 1.5mm Crystal Nose Stud,"
Sale price£3.00"
Surgical Steel Star Labret,"
Sale price£4.99"
Sterling Silver 8mm Nose Hoop with Ball,"
Sale price£2.50"
Sterling Silver 1.5mm Bead Nose Stud,"
Sale price£2.50"
Sterling Silver Daisy Link Anklet,"
Sale price£24.00"
Sterling Silver and Cubic Zirconia Nose Hoop,"
Sale price£3.50"
Gold Plated 8mm Ball Nose Hoop,"
Sale price£3.00"
Sterling Silver and Clear Crystal  Claw Set  Nose Stud,"
Sale price£2.50"
Gold Pvd Titanium Hinged Segment Ring,"
Sale price£8.00"
Surgical Steel Labret with 2mm Claw Set Crystal,"
Sale price£5.00"
Surgical Steel Labret with 3mm Claw Set Crystal,"
Sale price£5.00"
2.5mm Claw Set Crystal Ear Bar,"
Sale price£3.99"
3mm Claw Set Crystal Ear Bar,"
Sale price£3.99"
Surgical Steel and Crystal Triple Stone Hoop,"
Sale price£8.00"
Surgical Steel Set Crystal Hinged Segment Ring,"
Sale price£8.00"
Surgical Steel Crystal Edge Hoop,"
Sale priceFrom £10.00
"
Surgical Steel Hinged Segment Ring,"
Sale price£6.00"
Surgical Steel Lightning Bolt Labret,"
Sale price£4.99"
Surgical Steel Moon and Star Labret,"
Sale price£5.99"
Surgical Steel Star Labret,"
Sale price£4.99"
Surgical Steel Triple Star Ear Bar,"
Sale price£4.99"
Surgical Steel Bobble Twist Ring,"
Sale price£4.00"
Surgical Steel Heart Twist Ring,"
Sale price£4.00"
Surgical Steel Snakey Cartilage Hoop,"
Sale price£7.00"
Surgical Steel Ball Closure Ring,"
Sale price£4.00"
Surgical Steel and Crystal Marquise Petals Labret,"
Sale price£7.99"
Surgical Steel and Crystal Flower Labret,"
Sale price£7.00"
Surgical Steel Crystal Chevron Labret,"
Sale price£8.00"
Surgical Steel and Crystal Pave Disc Labret,"
Sale price£6.99"
Surgical Steel Synthetic Opal Mini Stone Labret,"
Sale price£4.99"
Surgical Steel Opal Effect Crescent Moon Labret,"
Sale price£4.99"
Surgical Steel Labret with Single Crystal,"
Sale price£5.99"
Surgical Steel Labret,"
Sale price£3.99"
